surface,energy low [eV],energy high [eV],nuclide,score,mean,std. dev.,energy mid [eV]
16,0.012815448713192543,0.013113738831871096,total,current,0.0,0.0,0.01296459377253182
16,0.013113738831871096,0.013418971898619009,total,current,0.0,0.0,0.013266355365245053
16,0.013418971898619009,0.013731309516268143,total,current,0.0,0.0,0.013575140707443575
16,0.013731309516268143,0.014050917049089316,total,current,0.0,0.0,0.01389111328267873
16,0.014050917049089316,0.014377963710342835,total,current,0.0,0.0,0.014214440379716076
16,0.014377963710342835,0.014712622651866989,total,current,0.0,0.0,0.014545293181104913
16,0.014712622651866989,0.015055071055751622,total,current,0.0,0.0,0.014883846853809305
16,0.015055071055751622,0.015405490228145583,total,current,0.0,0.0,0.015230280641948602
16,0.015405490228145583,0.01576406569524759,total,current,0.0,0.0,0.015584777961696586
16,0.01576406569524759,0.01613098730153136,total,current,0.0,0.0,0.015947526498389472
16,0.01613098730153136,0.016506449310257024,total,current,0.0,0.0,0.01631871830589419
16,0.016506449310257024,0.016890650506322012,total,current,0.0,0.0,0.01669854990828952
16,0.016890650506322012,0.01728379430150588,total,current,0.0,0.0,0.017087222403913947
16,0.01728379430150588,0.01768608884216481,total,current,0.0,0.0,0.017484941571835347
16,0.01768608884216481,0.01809774711943279,total,current,0.0,0.0,0.0178919179807988
16,0.01809774711943279,0.018518987081987733,total,current,0.0,0.0,0.018308367100710262
16,0.018518987081987733,0.018950031751442508,total,current,0.0,0.0,0.01873450941671512
16,0.018950031751442508,0.019391109340421594,total,current,0.0,0.0,0.01917057054593205
16,0.019391109340421594,0.019842453373386183,total,current,0.0,0.0,0.019616781356903888
16,0.019842453373386183,0.020304302810271527,total,current,0.0,0.0,0.020073378091828853
16,0.020304302810271527,0.020776902173002102,total,current,0.0,0.0,0.020540602491636813
16,0.020776902173002102,0.02126050167495146,total,current,0.0,0.0,0.02101870192397678
16,0.02126050167495146,0.021755357353415408,total,current,0.0,0.0,0.021507929514183434
16,0.021755357353415408,0.022261731205168583,total,current,0.0,0.0,0.022008544279291997
16,0.022261731205168583,0.022779891325176257,total,current,0.0,0.0,0.02252081126517242
16,0.022779891325176257,0.023310112048534653,total,current,0.0,0.0,0.023045001686855457
16,0.023310112048534653,0.023852674095715252,total,current,0.0,0.0,0.02358139307212495
16,0.023852674095715252,0.024407864721189595,total,current,0.0,0.0,0.024130269408452424
16,0.024407864721189595,0.02497597786551351,total,current,0.0,0.0,0.024691921293351553
16,0.02497597786551351,0.025557314310951245,total,current,0.0,0.0,0.025266646088232377
16,0.025557314310951245,0.026152181840721846,total,current,0.0,0.0,0.025854748075836546
16,0.026152181840721846,0.02676089540195217,total,current,0.0,0.0,0.026456538621337008
16,0.02676089540195217,0.02738377727242271,total,current,0.0,0.0,0.02707233633718744
16,0.02738377727242271,0.028021157231194607,total,current,0.0,0.0,0.02770246725180866
16,0.028021157231194607,0.028673372733208125,total,current,0.0,0.0,0.028347264982201366
16,0.028673372733208125,0.029340769087945105,total,current,0.0,0.0,0.029007070910576617
16,0.029340769087945105,0.030023699642249733,total,current,0.0,0.0,0.02968223436509742
16,0.030023699642249733,0.03072252596740498,total,current,0.0,0.0,0.030373112804827358
16,0.03072252596740498,0.03143761805056304,total,current,0.0,0.0,0.031080072008984008
16,0.03143761805056304,0.03216935449063166,total,current,0.0,0.0,0.03180348627059735
16,0.03216935449063166,0.03291812269871982,total,current,0.0,0.0,0.03254373859467574
16,0.03291812269871982,0.033684319103249004,total,current,0.0,0.0,0.03330122090098441
16,0.033684319103249004,0.034468349359838536,total,current,0.0,0.0,0.03407633423154377
16,0.034468349359838536,0.03527062856607623,total,current,0.0,0.0,0.034869488962957385
16,0.03527062856607623,0.03609158148128797,total,current,0.0,0.0,0.0356811050236821
16,0.03609158148128797,0.036931642751422626,total,current,0.0,0.0,0.0365116121163553
16,0.036931642751422626,0.03779125713917136,total,current,0.0,0.0,0.03736144994529699
16,0.03779125713917136,0.038670879759442986,total,current,0.0,0.0,0.03823106844930717
16,0.038670879759442986,0.03957097632032062,total,current,0.0,0.0,0.039120928039881805
16,0.03957097632032062,0.040492023369626325,total,current,0.0,0.0,0.04003149984497347
16,0.040492023369626325,0.04143450854722504,total,current,0.0,0.0,0.040963265958425685
16,0.04143450854722504,0.042398930843200996,total,current,0.0,0.0,0.04191671969521302
16,0.042398930843200996,0.0433858008620434,total,current,0.0,0.0,0.0428923658526222
16,0.0433858008620434,0.04439564109298128,total,current,0.0,0.0,0.04389072097751234
16,0.04439564109298128,0.045428986186610607,total,current,0.0,0.0,0.04491231363979595
16,0.045428986186610607,0.046486383237960095,total,current,0.0,0.0,0.045957684712285354
16,0.046486383237960095,0.047568392076145626,total,current,0.0,0.0,0.04702738765705286
16,0.047568392076145626,0.048675585560766677,total,current,0.0,0.0,0.048121988818456155
16,0.048675585560766677,0.04980854988520133,total,current,0.0,0.0,0.049242067722984006
16,0.04980854988520133,0.05096788488696125,total,current,0.0,0.0,0.05038821738608129
16,0.05096788488696125,0.05215420436526995,total,current,0.0,0.0,0.051561044626115604
16,0.05215420436526995,0.05336813640603314,total,current,0.0,0.0,0.05276117038565155
16,0.05336813640603314,0.05461032371437305,total,current,0.0,0.0,0.05398923006020309
16,0.05461032371437305,0.055881423954902705,total,current,0.0,0.0,0.055245873834637874
16,0.055881423954902705,0.0571821100999204,total,current,0.0,0.0,0.056531767027411556
16,0.0571821100999204,0.05851307078570868,total,current,0.0,0.0,0.05784759044281454
16,0.05851307078570868,0.05987501067712646,total,current,0.0,0.0,0.05919404073141757
16,0.05987501067712646,0.061268650840687396,total,current,0.0,0.0,0.06057183075890693
16,0.061268650840687396,0.06269472912632165,total,current,0.0,0.0,0.06198168998350452
16,0.06269472912632165,0.06415400055802413,total,current,0.0,0.0,0.0634243648421729
16,0.06415400055802413,0.06564723773359468,total,current,0.0,0.0,0.06490061914580941
16,0.06564723773359468,0.06717523123368298,total,current,0.0,0.0,0.06641123448363884
16,0.06717523123368298,0.06873879004035412,total,current,0.0,0.0,0.06795701063701855
16,0.06873879004035412,0.07033874196539673,total,current,0.0,0.0,0.06953876600287542
16,0.07033874196539673,0.0719759340886003,total,current,0.0,0.0,0.07115733802699852
16,0.0719759340886003,0.07365123320623376,total,current,0.0,0.0,0.07281358364741702
16,0.07365123320623376,0.07536552628996272,total,current,0.0,0.0,0.07450837974809824
16,0.07536552628996272,0.0771197209564485,total,current,0.0,0.0,0.07624262362320561
16,0.0771197209564485,0.07891474594787748,total,current,0.0,0.0,0.07801723345216299
16,0.07891474594787748,0.08075155162367469,total,current,0.0,0.0,0.07983314878577608
16,0.08075155162367469,0.08263111046366341,total,current,0.0,0.0,0.08169133104366905
16,0.08263111046366341,0.08455441758293528,total,current,0.0,0.0,0.08359276402329935
16,0.08455441758293528,0.08652249125870488,total,current,0.0,0.0,0.08553845442082009
16,0.08652249125870488,0.08853637346942722,total,current,0.0,0.0,0.08752943236406605
16,0.08853637346942722,0.09059713044646366,total,current,0.0,0.0,0.08956675195794545
16,0.09059713044646366,0.09270585323858817,total,current,0.0,0.0,0.09165149184252591
16,0.09270585323858817,0.09486365828963315,total,current,0.0,0.0,0.09378475576411066
16,0.09486365828963315,0.09707168802958029,total,current,0.0,0.0,0.09596767315960672
16,0.09707168802958029,0.09933111147940961,total,current,0.0,0.0,0.09820139975449495
16,0.09933111147940961,0.10164312487002652,total,current,0.0,0.0,0.10048711817471806
16,0.10164312487002652,0.10400895227559585,total,current,0.0,0.0,0.1028260385728112
16,0.10400895227559585,0.10642984626161615,total,current,0.0,0.0,0.105219399268606
16,0.10642984626161615,0.10890708854807908,total,current,0.0,0.0,0.10766846740484762
16,0.10890708854807908,0.11144199068806426,total,current,0.0,0.0,0.11017453961807167
16,0.11144199068806426,0.11403589476212891,total,current,0.0,0.0,0.11273894272509659
16,0.11403589476212891,0.11669017408886007,total,current,0.0,0.0,0.11536303442549449
16,0.11669017408886007,0.11940623395196538,total,current,0.0,0.0,0.11804820402041272
16,0.11940623395196538,0.12218551234428769,total,current,0.0,0.0,0.12079587314812654
16,0.12218551234428769,0.125029480729137,total,current,0.0,0.0,0.12360749653671235
16,0.125029480729137,0.12793964481934317,total,current,0.0,0.0,0.12648456277424008
16,0.12793964481934317,0.13091754537444178,total,current,0.0,0.0,0.12942859509689247
16,0.13091754537444178,0.13396475901641489,total,current,0.0,0.0,0.13244115219542835
16,0.13396475901641489,0.13708289906441912,total,current,0.0,0.0,0.135523829040417
16,0.13708289906441912,0.1402736163889426,total,current,0.0,0.0,0.13867825772668085
16,0.1402736163889426,0.14353860028584334,total,current,0.0,0.0,0.14190610833739298
16,0.14353860028584334,0.1468795793707303,total,current,0.0,0.0,0.1452090898282868
16,0.1468795793707303,0.1502983224941645,total,current,0.0,0.0,0.1485889509324474
16,0.1502983224941645,0.15379663967815976,total,current,0.0,0.0,0.15204748108616212
16,0.15379663967815976,0.1573763830744823,total,current,0.0,0.0,0.155586511376321
16,0.1573763830744823,0.16103944794525527,total,current,0.0,0.0,0.1592079155098688
16,0.16103944794525527,0.16478777366638814,total,current,0.0,0.0,0.1629136108058217
16,0.16478777366638814,0.16862334475436108,total,current,0.0,0.0,0.1667055592103746
16,0.16862334475436108,0.17254819191690904,total,current,0.0,0.0,0.17058576833563505
16,0.17254819191690904,0.17656439312816125,total,current,0.0,0.0,0.17455629252253513
16,0.17656439312816125,0.18067407472880537,total,current,0.0,0.0,0.1786192339284833
16,0.18067407472880537,0.18487941255185902,total,current,0.0,0.0,0.1827767436403322
16,0.18487941255185902,0.18918263307464453,total,current,0.0,0.0,0.1870310228132518
16,0.18918263307464453,0.19358601459757668,total,current,0.0,0.0,0.1913843238361106
16,0.19358601459757668,0.19809188845038803,total,current,0.0,0.0,0.19583895152398234
16,0.19809188845038803,0.20270264022642978,total,current,0.0,0.0,0.2003972643384089
16,0.20270264022642978,0.20742071104570234,total,current,0.0,0.0,0.20506167563606606
16,0.20742071104570234,0.21224859884728356,total,current,0.0,0.0,0.20983465494649295
16,0.21224859884728356,0.2171888597118398,total,current,0.0,0.0,0.21471872927956168
16,0.2171888597118398,0.22224410921491902,total,current,0.0,0.0,0.2197164844633794
16,0.22224410921491902,0.22741702381174336,total,current,0.0,0.0,0.2248305665133312
16,0.22741702381174336,0.23271034225423345,total,current,0.0,0.0,0.2300636830329884
16,0.23271034225423345,0.23812686704101602,total,current,0.0,0.0,0.23541860464762474
16,0.23812686704101602,0.24366946590117886,total,current,0.0,0.0,0.24089816647109744
16,0.24366946590117886,0.24934107331256658,total,current,0.0,0.0,0.24650526960687272
16,0.24934107331256658,0.2551446920554108,total,current,0.0,0.0,0.2522428826839887
16,0.2551446920554108,0.26108339480212495,total,current,0.0,0.0,0.25811404342876787
16,0.26108339480212495,0.2671603257441024,total,current,0.0,0.0,0.2641218602731137
16,0.2671603257441024,0.27337870225637956,total,current,0.0,0.0,0.270269514000241
16,0.27337870225637956,0.27974181660104536,total,current,0.0,0.0,0.27656025942871243
16,0.27974181660104536,0.2862530376702991,total,current,0.0,0.0,0.2829974271356722
16,0.2862530376702991,0.2929158127700793,total,current,0.0,0.0,0.2895844252201892
16,0.2929158127700793,0.29973366944520813,total,current,0.0,0.0,0.29632474110764373
16,0.29973366944520813,0.3067102173470175,total,current,0.0,0.0,0.3032219433961128
16,0.3067102173470175,0.3138491501444455,total,current,0.0,0.0,0.31027968374573145
16,0.3138491501444455,0.32115424747961535,total,current,0.0,0.0,0.3175016988120304
16,0.32115424747961535,0.3286293769689324,total,current,0.0,0.0,0.3248918122242739
16,0.3286293769689324,0.3362784962507575,total,current,0.0,0.0,0.33245393660984496
16,0.3362784962507575,0.34410565508074237,total,current,0.0,0.0,0.34019207566574994
16,0.34410565508074237,0.35211499747593544,total,current,0.0,0.0,0.34811032627833893
16,0.35211499747593544,0.3603107639087933,total,current,0.0,0.0,0.35621288069236434
16,0.3603107639087933,0.3686972935522598,total,current,0.0,0.0,0.36450402873052656
16,0.3686972935522598,0.3772790265771011,total,current,0.0,0.0,0.37298816006468044
16,0.3772790265771011,0.386060506502714,total,current,0.0,0.0,0.3816697665399076
16,0.386060506502714,0.3950463826026472,total,current,0.0,0.0,0.3905534445526806
16,0.3950463826026472,0.40424141236612093,total,current,0.0,0.0,0.39964389748438406
16,0.40424141236612093,0.41365046401683264,total,current,0.0,0.0,0.4089459381914768
16,0.41365046401683264,0.42327851909039405,total,current,0.0,0.0,0.4184644915536133
16,0.42327851909039405,0.43313067507175895,total,current,0.0,0.0,0.4282045970810765
16,0.43313067507175895,0.44321214809403997,total,current,0.0,0.0,0.43817141158289946
16,0.44321214809403997,0.4535282757001417,total,current,0.0,0.0,0.4483702118970908
16,0.4535282757001417,0.4640845196686741,total,current,0.0,0.0,0.4588063976844079
16,0.4640845196686741,0.4748864689056401,total,current,0.0,0.0,0.46948549428715713
16,0.4748864689056401,0.4859398424034311,total,current,0.0,0.0,0.4804131556545356
16,0.4859398424034311,0.4972504922686941,total,current,0.0,0.0,0.49159516733606257
16,0.4972504922686941,0.508824406820676,total,current,0.0,0.0,0.503037449544685
16,0.508824406820676,0.5206677137616839,total,current,0.0,0.0,0.51474606029118
16,0.5206677137616839,0.5327866834213403,total,current,0.0,0.0,0.5267271985915121
16,0.5327866834213403,0.5451877320763516,total,current,0.0,0.0,0.538987207748846
16,0.5451877320763516,0.5578774253475468,total,current,0.0,0.0,0.5515325787119492
16,0.5578774253475468,0.5708624816759841,total,current,0.0,0.0,0.5643699535117654
16,0.5708624816759841,0.5841497758799684,total,current,0.0,0.0,0.5775061287779762
16,0.5841497758799684,0.5977463427948602,total,current,0.0,0.0,0.5909480593374143
16,0.5977463427948602,0.6116593809976038,total,current,0.0,0.0,0.604702861896232
16,0.6116593809976038,0.6258962566179482,total,current,0.0,0.0,0.6187778188077759
16,0.6258962566179482,0.6404645072383774,total,current,0.0,0.0,0.6331803819281628
16,0.6404645072383774,0.6553718458848089,total,current,0.0,0.0,0.6479181765615931
16,0.6553718458848089,0.6706261651101918,total,current,0.0,0.0,0.6629990054975003
16,0.6706261651101918,0.686235541173141,total,current,0.0,0.0,0.6784308531416664
16,0.686235541173141,0.7022082383138394,total,current,0.0,0.0,0.6942218897434902
16,0.7022082383138394,0.718552713129463,total,current,0.0,0.0,0.7103804757216512
16,0.718552713129463,0.7352776190514491,total,current,0.0,0.0,0.726915166090456
16,0.7352776190514491,0.752391810926975,total,current,0.0,0.0,0.743834714989212
16,0.752391810926975,0.769904349707076,total,current,0.0,0.0,0.7611480803170255
16,0.769904349707076,0.7878245072438811,total,current,0.0,0.0,0.7788644284754785
16,0.7878245072438811,0.806161771199511,total,current,0.0,0.0,0.796993139221696
16,0.806161771199511,0.8249258500692324,total,current,0.0,0.0,0.8155438106343718
16,0.8249258500692324,0.8441266783215314,total,current,0.0,0.0,0.8345262641953819
16,0.8441266783215314,0.8637744216578266,total,current,9.999999999999999e-10,9.999999999999999e-10,0.853950549989679
16,0.8637744216578266,0.8838794823946055,total,current,0.0,0.0,0.8738269520262161
16,0.8838794823946055,0.9044525049708352,total,current,0.0,0.0,0.8941659936827203
16,0.9044525049708352,0.9255043815835624,total,current,0.0,0.0,0.9149784432771988
16,0.9255043815835624,0.947046257954687,total,current,0.0,0.0,0.9362753197691247
16,0.947046257954687,0.969089539231961,total,current,0.0,0.0,0.958067898593324
16,0.969089539231961,0.9916458960273394,total,current,0.0,0.0,0.9803677176296501
16,0.9916458960273394,1.014727270595878,total,current,0.0,0.0,1.0031865833116087
16,1.014727270595878,1.0383458831584524,total,current,0.0,0.0,1.0265365768771653
16,1.0383458831584524,1.0625142383716317,total,current,0.0,0.0,1.050430060765042
16,1.0625142383716317,1.0872451319481682,total,current,0.0,0.0,1.0748796851599
16,1.0872451319481682,1.1125516574315593,total,current,0.0,0.0,1.0998983946898637
16,1.1125516574315593,1.1384472131283059,total,current,0.0,0.0,1.1254994352799326
16,1.1384472131283059,1.1649455092015233,total,current,9.999999999999999e-10,9.999999999999999e-10,1.1516963611649147
16,1.1649455092015233,1.1920605749296591,total,current,0.0,0.0,1.178503042065591
16,1.1920605749296591,1.219806766134166,total,current,0.0,0.0,1.2059336705319126
16,1.219806766134166,1.2481987727800588,total,current,0.0,0.0,1.2340027694571125
16,1.2481987727800588,1.2772516267533813,total,current,0.0,0.0,1.2627251997667202
16,1.2772516267533813,1.3069807098196993,total,current,0.0,0.0,1.2921161682865403
16,1.3069807098196993,1.3374017617678349,total,current,0.0,0.0,1.322191235793767
16,1.3374017617678349,1.3685308887431518,total,current,0.0,0.0,1.3529663252554933
16,1.3685308887431518,1.400384571774806,total,current,0.0,0.0,1.384457730258979
16,1.400384571774806,1.4329796755014752,total,current,0.0,0.0,1.4166821236381406
16,1.4329796755014752,1.466333457100185,total,current,0.0,0.0,1.44965656630083
16,1.466333457100185,1.5004635754229623,total,current,0.0,0.0,1.4833985162615737
16,1.5004635754229623,1.5353881003461525,total,current,0.0,0.0,1.5179258378845573
16,1.5353881003461525,1.5711255223373484,total,current,0.0,0.0,1.5532568113417504
16,1.5711255223373484,1.6076947622449973,total,current,0.0,0.0,1.5894101422911728
16,1.6076947622449973,1.6451151813158706,total,current,0.0,0.0,1.6264049717804339
16,1.6451151813158706,1.6834065914456993,total,current,0.0,0.0,1.6642608863807848
16,1.6834065914456993,1.7225892656683877,total,current,0.0,0.0,1.7029979285570436
16,1.7225892656683877,1.762683948889403,total,current,0.0,0.0,1.7426366072788952
16,1.762683948889403,1.8037118688689615,total,current,0.0,0.0,1.7831979088791823
16,1.8037118688689615,1.8456947474608734,total,current,0.0,0.0,1.8247033081649175
16,1.8456947474608734,1.888654812112978,total,current,0.0,0.0,1.8671747797869256
16,1.888654812112978,1.9326148076352616,total,current,0.0,0.0,1.9106348098741197
16,1.9326148076352616,1.9775980082418863,total,current,0.0,0.0,1.9551064079385738
16,1.9775980082418863,2.0236282298735087,total,current,0.0,0.0,2.0006131190576975
16,2.0236282298735087,2.070729842806409,total,current,0.0,0.0,2.047179036339959
16,2.070729842806409,2.118927784555112,total,current,0.0,0.0,2.0948288136807607
16,2.118927784555112,2.16824757307532,total,current,0.0,0.0,2.143587678815216
16,2.16824757307532,2.2187153202741614,total,current,0.0,0.0,2.193481446674741
16,2.2187153202741614,2.2703577458348994,total,current,0.0,0.0,2.2445365330545304
16,2.2703577458348994,2.323202191363421,total,current,0.0,0.0,2.29677996859916
16,2.323202191363421,2.3772766348639975,total,current,0.0,0.0,2.350239413113709
16,2.3772766348639975,2.4326097055519824,total,current,0.0,0.0,2.40494317020799
16,2.4326097055519824,2.4892306990112845,total,current,0.0,0.0,2.4609202022816334
16,2.4892306990112845,2.5471695927046447,total,current,0.0,0.0,2.5182001458579646
16,2.5471695927046447,2.6064570618449268,total,current,0.0,0.0,2.5768133272747855
16,2.6064570618449268,2.667124495635826,total,current,0.0,0.0,2.6367907787403766
16,2.667124495635826,2.7292040138906,total,current,0.0,0.0,2.698164254763213
16,2.7292040138906,2.792728484037584,total,current,0.0,0.0,2.760966248964092
16,2.792728484037584,2.8577315385215827,total,current,0.0,0.0,2.8252300112795834
16,2.8577315385215827,2.924247592610233,total,current,0.0,0.0,2.890989565565908
16,2.924247592610233,2.9923118626148595,total,current,0.0,0.0,2.9582797276125463
16,2.9923118626148595,3.0619603845354213,total,current,0.0,0.0,3.0271361235751404
16,3.0619603845354213,3.133230033139443,total,current,0.0,0.0,3.097595208837432
16,3.133230033139443,3.2061585414850193,total,current,0.0,0.0,3.169694287312231
16,3.2061585414850193,3.2807845208982345,total,current,9.999999999999999e-10,9.999999999999999e-10,3.243471531191627
16,3.2807845208982345,3.357147481415572,total,current,0.0,0.0,3.3189660011569035
16,3.357147481415572,3.4352878527021415,total,current,0.0,0.0,3.396217667058857
16,3.4352878527021415,3.515247005456789,total,current,0.0,0.0,3.475267429079465
16,3.515247005456789,3.597067273315433,total,current,9.999999999999999e-10,9.999999999999999e-10,3.556157139386111
16,3.597067273315433,3.680791975264219,total,current,0.0,0.0,3.638929624289826
16,3.680791975264219,3.7664654385743543,total,current,0.0,0.0,3.7236287069192864
16,3.7664654385743543,3.8541330222707764,total,current,0.0,0.0,3.810299230422565
16,3.8541330222707764,3.9438411411470664,total,current,0.0,0.0,3.8989870817089214
16,3.9438411411470664,4.035637290339337,total,current,0.0,0.0,3.9897392157432017
16,4.035637290339337,4.1295700704720915,total,current,0.0,0.0,4.082603680405715
16,4.1295700704720915,4.225689213389379,total,current,0.0,0.0,4.177629641930736
16,4.225689213389379,4.324045608484856,total,current,0.0,0.0,4.274867410937118
16,4.324045608484856,4.4246913296447135,total,current,0.0,0.0,4.374368469064785
16,4.4246913296447135,4.527679662817715,total,current,0.0,0.0,4.476185496231214
16,4.527679662817715,4.633065134226927,total,current,0.0,0.0,4.5803723985223215
16,4.633065134226927,4.740903539238165,total,current,0.0,0.0,4.686984336732546
16,4.740903539238165,4.851251971900312,total,current,0.0,0.0,4.796077755569238
16,4.851251971900312,4.964168855173235,total,current,0.0,0.0,4.9077104135367735
16,4.964168855173235,5.079713971859291,total,current,9.999999999999999e-10,9.999999999999999e-10,5.021941413516263
16,5.079713971859291,5.197948496254773,total,current,0.0,0.0,5.138831234057031
16,5.197948496254773,5.31893502653808,total,current,0.0,0.0,5.258441761396426
16,5.31893502653808,5.442737617911746,total,current,0.0,0.0,5.380836322224913
16,5.442737617911746,5.569421816515875,total,current,9.999999999999999e-10,9.999999999999999e-10,5.50607971721381
16,5.569421816515875,5.699054694130941,total,current,0.0,0.0,5.634238255323408
16,5.699054694130941,5.831704883688321,total,current,0.0,0.0,5.76537978890963
16,5.831704883688321,5.967442615607372,total,current,0.0,0.0,5.899573749647846
16,5.967442615607372,6.106339754978276,total,current,0.0,0.0,6.0368911852928235
16,6.106339754978276,6.2484698396103475,total,current,0.0,0.0,6.177404797294312
16,6.2484698396103475,6.393908118965952,total,current,0.0,0.0,6.32118897928815
16,6.393908118965952,6.542731594000639,total,current,0.0,0.0,6.468319856483296
16,6.542731594000639,6.695019057930583,total,current,0.0,0.0,6.618875325965611
16,6.695019057930583,6.850851137948933,total,current,0.0,0.0,6.772935097939758
16,6.850851137948933,7.01031033791313,total,current,0.0,0.0,6.930580737931031
16,7.01031033791313,7.173481082025815,total,current,0.0,0.0,7.091895709969473
16,7.173481082025815,7.340449759532462,total,current,9.999999999999999e-10,9.999999999999999e-10,7.256965420779139
16,7.340449759532462,7.511304770459304,total,current,9.999999999999999e-10,9.999999999999999e-10,7.425877264995883
16,7.511304770459304,7.686136572416,total,current,0.0,0.0,7.598720671437652
16,7.686136572416,7.865037728487529,total,current,9.999999999999999e-10,9.999999999999999e-10,7.775587150451765
16,7.865037728487529,8.048102956240868,total,current,0.0,0.0,7.9565703423641985
16,8.048102956240868,8.235429177872343,total,current,0.0,0.0,8.141766067056604
16,8.235429177872343,8.427115571522181,total,current,0.0,0.0,8.331272374697262
16,8.427115571522181,8.623263623783476,total,current,1.9999999999999997e-09,1.4070529413628968e-09,8.52518959765283
16,8.623263623783476,8.823977183433314,total,current,0.0,0.0,8.723620403608395
16,8.823977183433314,9.029362516414562,total,current,0.0,0.0,8.926669849923938
16,9.029362516414562,9.239528362097387,total,current,9.999999999999999e-10,9.999999999999999e-10,9.134445439255973
16,9.239528362097387,9.454585990850308,total,current,0.0,0.0,9.347057176473847
16,9.454585990850308,9.674649262951279,total,current,1.9999999999999997e-09,1.4070529413628968e-09,9.564617626900795
16,9.674649262951279,9.899834688869946,total,current,9.999999999999999e-10,9.999999999999999e-10,9.787241975910613
16,9.899834688869946,10.130261490953055,total,current,9.999999999999999e-10,9.999999999999999e-10,10.0150480899115
16,10.130261490953055,10.36605166654562,total,current,0.0,0.0,10.248156578749338
16,10.36605166654562,10.60733005258128,total,current,0.0,0.0,10.48669085956345
16,10.60733005258128,10.854224391676086,total,current,0.0,0.0,10.730777222128683
16,10.854224391676086,11.106865399760625,total,current,0.0,0.0,10.980544895718356
16,11.106865399760625,11.365386835286387,total,current,9.999999999999999e-10,9.999999999999999e-10,11.236126117523506
16,11.365386835286387,11.629925570042923,total,current,0.0,0.0,11.497656202664654
16,11.629925570042923,11.900621661623365,total,current,0.0,0.0,11.765273615833145
16,11.900621661623365,12.177618427576649,total,current,9.999999999999999e-10,9.999999999999999e-10,12.039120044600008
16,12.177618427576649,12.461062521285564,total,current,0.0,0.0,12.319340474431106
16,12.461062521285564,12.751104009611193,total,current,1.9999999999999997e-09,1.4070529413628968e-09,12.60608326544838
16,12.751104009611193,13.047896452344318,total,current,9.999999999999999e-10,9.999999999999999e-10,12.899500230977756
16,13.047896452344318,13.351596983506262,total,current,0.0,0.0,13.19974671792529
16,13.351596983506262,13.662366394542058,total,current,9.999999999999999e-10,9.999999999999999e-10,13.50698168902416
16,13.662366394542058,13.980369219449978,total,current,9.999999999999999e-10,9.999999999999999e-10,13.821367806996019
16,13.980369219449978,14.30577382189256,total,current,3e-09,1.7144660799776528e-09,14.143071520671269
16,14.30577382189256,14.63875248433518,total,current,0.0,0.0,14.47226315311387
16,14.63875248433518,14.979481499259427,total,current,0.0,0.0,14.809116991797303
16,14.979481499259427,15.32814126249952,total,current,9.999999999999999e-10,9.999999999999999e-10,15.153811380879473
16,15.32814126249952,15.684916368751228,total,current,0.0,0.0,15.506528815625373
16,15.684916368751228,16.049995709303825,total,current,0.0,0.0,15.867456039027527
16,16.049995709303825,16.42357257204684,total,current,9.999999999999999e-10,9.999999999999999e-10,16.236784140675333
16,16.42357257204684,16.805844743804553,total,current,0.0,0.0,16.614708657925696
16,16.805844743804553,17.19701461505239,total,current,0.0,0.0,17.00142967942847
16,17.19701461505239,17.59728928707071,total,current,1.9999999999999997e-09,1.9999999999999997e-09,17.39715195106155
16,17.59728928707071,18.006880681592666,total,current,9.999999999999999e-10,9.999999999999999e-10,17.802084984331685
16,18.006880681592666,18.4260056530042,total,current,1.9999999999999997e-09,1.4070529413628968e-09,18.216443167298433
16,18.4260056530042,18.854886103155607,total,current,0.0,0.0,18.640445878079902
16,18.854886103155607,19.29374909884542,total,current,0.0,0.0,19.074317601000516
16,19.29374909884542,19.742826992038882,total,current,3e-09,1.7144660799776528e-09,19.51828804544215
16,19.742826992038882,20.202357542884364,total,current,0.0,0.0,19.97259226746162
16,20.202357542884364,20.672584045593553,total,current,1.9999999999999997e-09,1.9999999999999997e-09,20.43747079423896
16,20.672584045593553,21.153755457251155,total,current,9.999999999999999e-10,9.999999999999999e-10,20.913169751422352
16,21.153755457251155,21.64612652962296,total,current,0.0,0.0,21.399940993437056
16,21.64612652962296,22.149957944031836,total,current,3e-09,1.7144660799776528e-09,21.8980422368274
16,22.149957944031836,22.665516449373023,total,current,1.9999999999999997e-09,1.4070529413628968e-09,22.407737196702428
16,22.665516449373023,23.1930750033419,total,current,9.999999999999999e-10,9.999999999999999e-10,22.92929572635746
16,23.1930750033419,23.7329129169489,total,current,0.0,0.0,23.4629939601454
16,23.7329129169489,24.285316002398172,total,current,0.0,0.0,24.009114459673537
16,24.285316002398172,24.850576724408185,total,current,0.0,0.0,24.56794636340318
16,24.850576724408185,25.4289943550545,total,current,3e-09,1.7144660799776528e-09,25.139785539731342
16,25.4289943550545,26.0208751322166,total,current,1.9999999999999997e-09,1.4070529413628968e-09,25.72493474363555
16,26.0208751322166,26.626532421712714,total,current,1.9999999999999997e-09,1.4070529413628968e-09,26.323703776964656
16,26.626532421712714,27.24628688320846,total,current,0.0,0.0,26.936409652460586
16,27.24628688320846,27.88046663998714,total,current,9.999999999999999e-10,9.999999999999999e-10,27.5633767615978
16,27.88046663998714,28.529407452671602,total,current,9.999999999999999e-10,9.999999999999999e-10,28.20493704632937
16,28.529407452671602,29.193452896989577,total,current,7e-09,2.9318866956210283e-09,28.861430174830588
